Legacy_Customer_ID,Age,Employment_Type,Education_Level,Annual_Income($),Credit_Score,Region,Account_Type,Customer_Feedback,CLV_Score,Complaint_Count,Contact_Preference,Subscription_Tier,Target
nan,28,Unemployed,Bachelor,15959.53,739.0720763,Northeast,Joint,Highly recommend this service to colleagues,36.3,1,Email,Basic,0
nan,50,Self-Employed,Master,44228.95,782.0559186,Midwest,Joint,Billing problems caused frustration requiring immediate attention,21.2,1,App,Enterprise,0
nan,50,Salaried,Master,48558.67,748.1857361,Southwest,Savings,Website navigation needs improvement,49.7,0,Phone,Basic,0
nan,35,Self-Employed,Master,344446,,West Coast,Savings,Product caliber surpassed hopes,33.9,1,Phone,Basic,1
nan,35,Salaried,Bachelor,160851.46,738.3417434,West Coast,Savings,Loyalty program privileges are worthwhile,34.8,0,Phone,Premium,1
ID_XXXX,35,Salaried,Master,112680.58,750.6721633,Midwest,Checking,Product grade surpassed hopes,52,1,Email,Basic,0
nan,50,Self-Employed,,186678.56,700.7230451,West Coast,Savings,Website user experience needs improvement,27.3,0,Phone,Basic,0
nan,28,Salaried,,113037.68,654.9063074,Northeast,Savings,Billing concerns caused frustration,9.1,0,Phone,Enterprise,0
nan,,Freelancer,High School,198661.64,767.7021706,Southwest,Joint,Technical support was delayed causing inconvenience,44.9,0,Phone,Basic,1
nan,35,Self-Employed,High School,4768.29,778.087115,West Coast,Savings,Delivery was postponed by 3 days,43.4,1,Email,Premium,1
nan,,Freelancer,High School,51758.86,732.5989405,Southwest,Savings,Delivery was late by 3 days affecting my schedule,36.1,0,Text,Enterprise,0
nan,28,nan,nan,116786.94,692.581219,Midwest,Joint,Return process was problematic that needs resolution,25.9,2,Email,Premium,1
nan,50,Salaried,nan,74407.19,642.1141442,Southwest,Savings,Product caliber surpassed hopes,19.6,1,Email,Basic,1
nan,35,Salaried,Master,16368.73,724.290355,Northeast,Joint,Highly recommend this service,29.6,1,Email,Basic,0
nan,28,Salaried,Bachelor,35382.21,652.5524828,Midwest,Joint,Website design needs improvement,30,2,App,Basic,1
nan,61,Salaried,Bachelor,32503.56,645.5506249,West Coast,Joint,Competitive pricing compared to others,46.5,0,Email,Basic,0
nan,61,Unemployed,nan,25748.79,718.9634236,Midwest,Joint,Product caliber transcended forecasts,45.1,1,Text,Enterprise,0
nan,42,Freelancer,Bachelor,35723.6,681.8115249,Southwest,Joint,Billing challenges caused frustration,15.8,1,Email,Premium,0
nan,50,Self-Employed,,61480.83,737.2654778,Southwest,Joint,Website layout needs improvement,21.2,1,Email,Basic,0
nan,42,Self-Employed,Associate,164060.09,,Southwest,Joint,Technical support was negligent,23.8,0,Email,Enterprise,0
nan,61,Salaried,Associate,115168.4,689.6682717,Southwest,Savings,Loyalty program advantages are worthwhile,,0,Text,Basic,1
nan,35,Self-Employed,PhD,153282.57,634.754246,Midwest,Checking,Loyalty program privileges are profitable,32.3,0,Phone,Premium,0
ID_XXXX,42,Freelancer,High School,182814.17,677.3555937,Midwest,Savings,Product standard transcended forecasts,9.8,0,Text,Basic,1
nan,42,Self-Employed,nan,45739.52,679.1931755,Southwest,Joint,Return process was confusing,34.2,2,Email,Basic,0
nan,35,Salaried,Bachelor,36098.49,658.7346163,West Coast,Joint,Delivery was late by 3 days affecting my schedule,16.2,0,App,Basic,0
nan,61,Freelancer,nan,5044.77,703.5477852,Midwest,Savings,Billing difficulties caused frustration,,0,Email,Premium,0
nan,28,Salaried,Associate,226636.18,662.6374004,Northeast,Checking,Technical support was delayed causing inconvenience,23.6,2,Phone,Basic,0
ID_XXXX,28,Self-Employed,Master,5787.6,711.8128626,Midwest,Savings,Billing setbacks caused frustration,21.3,1,Email,Premium,1
nan,42,Self-Employed,,114873.3,732.0205607,Northeast,Savings,Loyalty program advantages are profitable,14.6,0,Text,Enterprise,0
ID_XXXX,50,Salaried,Bachelor,40374.09,678.6915023,West Coast,Savings,Loyalty program incentives are advantageous,38.7,2,Text,Basic,0
nan,28,Freelancer,Bachelor,252589.43,741.2704315,Northeast,Checking,Product grade surpassed hopes,13.5,1,Phone,Premium,0
nan,35,Unemployed,nan,46243.51,651.9321064,Northeast,Joint,Loyalty program incentives are beneficial,40,1,Email,Basic,1
nan,,Salaried,Bachelor,144171.16,664.3911301,West Coast,Checking,Loyalty program incentives are advantageous,17.1,0,Phone,Basic,1
nan,35,nan,High School,28236.84,714.3391351,Southwest,Savings,Loyalty program privileges are worthwhile,3.2,1,Text,Premium,1
nan,50,Self-Employed,,30206.79,754.3520546,Midwest,Savings,Billing problems caused frustration requiring immediate attention,27.9,1,Phone,Basic,0
nan,50,Freelancer,High School,76937.88,763.3699771,West Coast,Checking,Loyalty program privileges are worthwhile,14.2,0,App,Enterprise,0
ID_XXXX,42,Unemployed,Associate,527506.81,800.6195311,Northeast,Checking,Loyalty program advantages are worthwhile,32.1,0,Phone,Basic,0
nan,,Self-Employed,High School,61958.58,,Southwest,Joint,Highly recommend this service,13.6,1,Phone,Basic,0
nan,50,Unemployed,PhD,234065.04,713.6249341,Midwest,Joint,Loyalty program incentives are beneficial,34.4,0,Phone,Enterprise,0
nan,42,Salaried,High School,131150.53,668.3662235,West Coast,Checking,Website design needs improvement,23.3,0,Email,Basic,0
nan,42,Salaried,High School,135062.48,657.3116834,Midwest,Joint,Return process was confusing,41.9,0,Phone,Premium,0
nan,50,Freelancer,nan,48673.56,731.4286043,Southwest,Savings,Return process was difficult,40.1,1,Phone,Basic,0
nan,42,Unemployed,Master,41534.73,681.206425,Midwest,Checking,Delivery was postponed by 3 days,10.8,2,Phone,Basic,1
ID_XXXX,61,Unemployed,High School,18113.2,781.61896,Southwest,Joint,Product grade outdid anticipations,9.2,0,App,Basic,0
nan,35,Freelancer,,282421.53,646.8807134,West Coast,Savings,Product caliber transcended predictions,2.7,0,Email,Basic,0
nan,35,Self-Employed,nan,272325.54,744.3176603,Southwest,Checking,Product caliber surpassed hopes,43.2,1,Email,Premium,1
nan,35,Salaried,High School,116843.85,669.7130381,West Coast,Joint,Technical support was ignoring,14.3,1,Email,Basic,0
nan,28,nan,Master,29863.52,678.9775767,Southwest,Savings,Billing problems caused frustration requiring immediate attention,8.3,0,Phone,Basic,1
ID_XXXX,28,Salaried,,23908.41,746.9556033,Midwest,Checking,Loyalty program advantages are profitable,36.6,1,Email,Premium,0
nan,61,Freelancer,Bachelor,380378.47,686.2059782,Southwest,Joint,Loyalty program advantages are profitable,26.6,0,Phone,Premium,0
nan,50,Self-Employed,Associate,5853.12,694.2107966,Southwest,Savings,Highly recommend this service to colleagues,6.5,0,Phone,Premium,1
nan,50,Freelancer,Bachelor,157684.36,,Midwest,Savings,Website UI/UX needs improvement,12,0,Phone,Basic,1
nan,50,Salaried,High School,37333.3,809.2514896,Northeast,Savings,Return process was confusing,74.4,0,Phone,Premium,1
nan,61,nan,Master,46136.33,689.1256844,Southwest,Savings,Delivery was pushed back by 3 days,57.9,3,Phone,Basic,0
nan,42,Self-Employed,High School,151610.95,722.5776109,West Coast,Checking,Product standard transcended forecasts,50.4,0,Phone,Basic,0
nan,61,nan,Associate,8072.75,709.90432,Southwest,Savings,Loyalty program privileges are worthwhile,27.3,0,Phone,Premium,0
nan,35,Salaried,High School,37163.57,731.0708531,Northeast,Checking,Loyalty program privileges are worthwhile,33.2,1,Phone,Premium,0
nan,,Self-Employed,Master,258150.11,689.2631527,West Coast,Checking,Billing problems caused frustration requiring immediate attention,33.1,0,Text,Premium,1
nan,50,Freelancer,Associate,102073.44,709.9591383,Midwest,Joint,Loyalty program perks are worthwhile,38.9,0,Phone,Enterprise,0
nan,35,Freelancer,Associate,119531.15,739.6976004,Midwest,Checking,Loyalty program incentives are useful,18.6,1,Email,Premium,1
nan,42,nan,,120425.91,676.8496431,Midwest,Savings,Return process was convoluted,46.9,2,Email,Basic,0
nan,42,Salaried,Master,5310.98,774.4660678,West Coast,Checking,Return process was overly complex,33,0,Email,Basic,0
nan,28,Salaried,Associate,19308.69,,Southwest,Checking,Billing challenges caused frustration,3.2,0,Email,Basic,0
nan,42,Self-Employed,Master,57445.09,750.3246313,West Coast,Joint,Return process was difficult,31.8,0,Email,Basic,1
nan,35,Salaried,High School,39023.81,723.4938192,West Coast,Checking,Website layout needs improvement,45.9,0,Email,Basic,1
nan,28,nan,High School,44980.32,570.4699276,Northeast,Joint,Website user experience needs improvement,23.9,2,Email,Enterprise,1
ID_XXXX,,Salaried,Bachelor,129261.92,741.2145566,West Coast,Checking,Loyalty program privileges are profitable,9.8,2,Email,Premium,1
nan,50,Self-Employed,nan,1256.98,700.4334797,Midwest,Joint,Website navigation needs improvement,1.7,1,Phone,Basic,1
nan,61,Salaried,High School,91821.89,707.6862794,West Coast,Checking,Highly recommend this service,59.7,0,App,Basic,1
nan,50,Self-Employed,High School,9.37,625.1311335,Northeast,Savings,Highly recommend this service without hesitation,18.9,0,Email,Basic,0
nan,35,Salaried,High School,5536.43,744.6794243,West Coast,Checking,Loyalty program privileges are profitable,27.7,1,Email,Basic,0
nan,42,Salaried,Bachelor,44602.23,647.5709477,West Coast,Joint,Website UI/UX needs improvement,58,2,Email,Premium,0
nan,50,Salaried,Associate,156274.83,725.9212273,Midwest,Joint,Billing setbacks caused frustration,36.4,0,Email,Basic,1
ID_XXXX,,Salaried,Master,13315.15,765.2328741,West Coast,Savings,Competitive pricing compared to others,22.6,0,Email,Premium,1
nan,35,nan,High School,68750.6,696.5335909,Southwest,Savings,Technical support was delayed affecting my schedule,49.9,0,Email,Basic,0
nan,61,Salaried,High School,96455.79,780.8025863,Midwest,Joint,Loyalty program advantages are worthwhile,11,1,App,Basic,1
nan,,Self-Employed,,22164.46,682.6504811,Northeast,Savings,Return process was difficult,15.7,3,Phone,Basic,1
nan,50,nan,Bachelor,61039.93,750.0216538,Northeast,Checking,Website layout needs improvement,8.9,0,Email,Enterprise,0
nan,,Freelancer,Bachelor,206014.98,654.7607124,Northeast,Checking,Delivery was postponed by 3 days,,1,Email,Basic,0
nan,35,nan,High School,61022.2,771.5565217,West Coast,Savings,Billing challenges caused frustration,11.6,0,Phone,Basic,1
nan,,nan,nan,14549.59,763.7995191,Southwest,Checking,Website design needs improvement,72.2,1,Phone,Basic,0
nan,50,Self-Employed,Associate,84010.8,743.4178961,Midwest,Checking,Loyalty program privileges are profitable,7.4,2,Email,Basic,1
nan,28,Freelancer,Master,76243.2,700.3357932,Southwest,Savings,Loyalty program advantages are profitable,8.5,1,Email,Enterprise,0
nan,,Salaried,Bachelor,2322.6,649.8999688,Southwest,Joint,Billing difficulties caused frustration,12.8,1,Email,Premium,1
nan,42,Self-Employed,High School,8071.95,700.4679842,Northeast,Checking,Technical support was negligent,61.7,1,Email,Basic,1
nan,42,Unemployed,Master,14494.96,775.5153588,Northeast,Savings,Website navigation needs improvement,9.7,1,Email,Premium,1
nan,42,Self-Employed,Master,12453.96,726.4980936,Southwest,Joint,Return process was confusing,21.5,0,Phone,Basic,0
nan,28,Freelancer,Associate,25532.59,642.3481535,Southwest,Checking,Delivery was postponed by 3 days,11.2,0,Phone,Basic,1
nan,42,Freelancer,Bachelor,51452.98,663.763618,Midwest,Checking,Return process was problematic that needs resolution,12.7,1,Email,Basic,1
nan,61,Salaried,High School,39504.89,782.65757,Northeast,Savings,Delivery was postponed by 3 days,39.5,0,App,Premium,0
nan,28,Unemployed,Bachelor,188122.05,744.3956376,Northeast,Checking,Website UI/UX needs improvement,20.9,0,Phone,Enterprise,1
nan,35,Self-Employed,Associate,80497.72,658.299994,West Coast,Joint,Loyalty program privileges are profitable,60.6,1,Text,Premium,0
nan,28,Salaried,Master,177534.27,631.7084252,Northeast,Savings,Highly recommend this service to colleagues,15.3,3,App,Basic,0
nan,42,Unemployed,High School,63643.16,688.7478933,Midwest,Savings,Product caliber transcended forecasts,58.8,0,Text,Premium,0
nan,50,Self-Employed,High School,8004.31,627.4320646,West Coast,Savings,Product standard transcended forecasts,8.3,0,Email,Basic,0
nan,50,Freelancer,High School,52894.87,712.2082755,Midwest,Savings,Product caliber outdid anticipations,14.6,1,Email,Enterprise,0
nan,,Self-Employed,High School,146723.14,842.5812686,Northeast,Joint,Loyalty program incentives are useful,11.9,0,Email,Basic,1
nan,50,Salaried,Bachelor,18343.02,640.1521962,Northeast,Joint,Website navigation needs improvement,25.2,0,Email,Basic,0
nan,35,Unemployed,High School,8129.91,710.6987168,Southwest,Joint,Product excellence surpassed forecasts,14.5,4,Email,Premium,1
nan,,Self-Employed,Master,33968.91,785.5963288,Southwest,Joint,Technical support was delayed causing inconvenience,40.3,1,Email,Basic,0
nan,50,Salaried,High School,41861.74,757.4543929,Midwest,Joint,Technical support was delayed causing inconvenience,44.7,0,Text,Basic,0
nan,42,Salaried,Master,31080.65,712.5629643,West Coast,Joint,Billing concerns caused frustration,38.1,0,Phone,Basic,0
nan,50,Unemployed,,12350.85,712.6825665,Northeast,Savings,Loyalty program privileges are profitable,11.3,1,App,Premium,1
nan,,Salaried,nan,24548.21,662.2045109,Southwest,Savings,Return process was convoluted,24.6,0,Email,Premium,0
nan,50,Unemployed,nan,97460.35,706.6172115,Southwest,Savings,Competitive pricing compared to others,31.8,1,Email,Premium,1
nan,35,Salaried,PhD,41449.73,732.1720357,Northeast,Joint,Technical support was ignoring,,1,Email,Basic,1
nan,50,Freelancer,Master,85099.15,775.2556772,Northeast,Savings,Competitive pricing compared to others,8.2,0,Email,Premium,1
nan,28,nan,Associate,65324.68,688.9912188,West Coast,Joint,Return process was difficult,4.1,0,Email,Basic,0
nan,35,Salaried,,67694.45,710.5082436,Southwest,Savings,Technical support was delayed causing inconvenience,18.3,0,App,Basic,0
nan,42,Self-Employed,nan,24288.75,672.539326,West Coast,Joint,Return process was convoluted,3.8,0,Email,Basic,1
ID_XXXX,28,Freelancer,High School,62661.07,731.266259,West Coast,Joint,Product caliber transcended predictions,53.1,0,Email,Enterprise,0
nan,28,Freelancer,Bachelor,2029.59,759.1889725,Northeast,Joint,Product caliber outdid anticipations,23.8,0,Email,Basic,1
ID_XXXX,28,Self-Employed,,48040.54,751.4824007,West Coast,Checking,Website design needs improvement,38,0,Text,Premium,0
nan,50,Freelancer,Bachelor,72257.51,661.4906462,Northeast,Checking,Product standard transcended forecasts,29.2,0,Phone,Enterprise,1
nan,61,Freelancer,Associate,17075.45,727.3431605,Midwest,Joint,Technical support was negligent,16.6,1,Phone,Basic,1
nan,,Unemployed,Bachelor,25199.54,686.1343736,West Coast,Savings,Technical support was unavailable,6,0,Email,Premium,1
nan,35,Freelancer,Bachelor,21068.12,770.5525008,Southwest,Joint,Delivery was postponed by 3 days,20.9,1,Phone,Basic,0
nan,42,Salaried,nan,6219.52,711.9343639,Southwest,Joint,Loyalty program perks are worthwhile,25.6,1,Phone,Basic,1
nan,,nan,Bachelor,36336.81,644.0243331,Midwest,Checking,Return process was overly complex,21.1,1,Email,Premium,0
nan,28,Self-Employed,Master,328236.34,709.0098647,Midwest,Joint,Product standard transcended forecasts,48.6,2,Phone,Premium,0
nan,50,Salaried,Associate,37125.51,742.9236285,West Coast,Checking,Product standard transcended forecasts,42.9,0,Phone,Basic,1
nan,50,Salaried,Associate,52460.33,732.2003032,Southwest,Savings,Return process was overly complex,39.8,0,Email,Basic,1
nan,28,Salaried,Associate,89987.97,694.4101993,Southwest,Savings,Competitive pricing compared to others,33.9,0,Email,Basic,1
nan,61,Salaried,,88870.83,690.7363305,Northeast,Savings,Website layout needs improvement,18.7,0,Email,Basic,1
nan,61,Salaried,,254458.9,670.6247801,Northeast,Joint,Highly recommend this service without hesitation,37.7,0,Phone,Basic,0
nan,28,Salaried,Bachelor,165653.4,700.262519,Southwest,Checking,Technical support was negligent,,0,Phone,Basic,0
nan,28,Freelancer,Bachelor,134269.38,677.2160517,Northeast,Joint,Website layout needs improvement,21,0,Phone,Basic,1
nan,28,Salaried,Bachelor,257449.54,768.5042993,Northeast,Savings,Loyalty program privileges are profitable,40.2,1,Email,Premium,0
nan,35,Salaried,Associate,22300.54,674.9431305,Northeast,Joint,Product caliber transcended forecasts,37.2,0,Email,Basic,0
nan,42,Salaried,Associate,81588.25,726.1142231,Midwest,Checking,Return process was difficult,27.3,1,Email,Basic,0
nan,42,Salaried,Bachelor,185479.37,722.7151952,Southwest,Checking,Website design needs improvement,20.1,0,Phone,Basic,0
ID_XXXX,35,Salaried,High School,83175.36,767.2833724,Southwest,Savings,Billing concerns caused frustration,39.8,1,Text,Basic,0
nan,,Self-Employed,,322210.5,774.4684144,Southwest,Savings,Technical support was unavailable,17.4,0,Email,Premium,0
nan,35,nan,High School,8988.96,754.7984972,Northeast,Savings,Highly recommend this service without hesitation,18.8,3,Email,Premium,0
nan,28,Unemployed,High School,49183.01,737.6464172,West Coast,Joint,Delivery was late by 3 days affecting my schedule,15.1,0,Text,Basic,0
nan,35,Unemployed,High School,321994.07,667.5676927,West Coast,Checking,Product standard transcended predictions,43.3,2,Email,Premium,1
nan,42,Salaried,High School,40573.84,666.5564956,Northeast,Joint,Product standard transcended forecasts,22.5,3,Phone,Basic,0
nan,42,Salaried,High School,114356.35,677.715459,Midwest,Savings,Loyalty program incentives are advantageous,43.7,0,Email,Basic,0
nan,35,Salaried,Bachelor,2624.35,757.59605,Midwest,Checking,Delivery was held up by 3 days,12.7,0,Phone,Basic,1
nan,28,Freelancer,High School,100887.32,723.6664964,Southwest,Savings,Website design needs improvement,33.1,1,Email,Basic,0
nan,61,Salaried,Associate,231849.56,763.432862,West Coast,Checking,Website UI/UX needs improvement,42,2,Email,Enterprise,1
nan,,Self-Employed,nan,41004.88,770.1401367,Midwest,Checking,Billing difficulties caused frustration,38.9,0,App,Basic,1
ID_XXXX,35,Salaried,Master,1830.05,,West Coast,Savings,Highly recommend this service without hesitation,18.8,0,Email,Basic,0
nan,35,Salaried,Associate,2406.07,721.6037164,West Coast,Checking,Product caliber outdid anticipations,49.3,1,Email,Basic,0
nan,50,nan,nan,189196.39,,Midwest,Checking,Loyalty program incentives are useful,21.9,1,App,Premium,1
nan,50,Freelancer,Associate,108969.35,703.6106155,Northeast,Savings,Product caliber transcended forecasts,19.9,1,Email,Enterprise,1
nan,35,Unemployed,High School,9589.49,693.2578573,Southwest,Checking,Billing challenges caused frustration,58.6,2,Phone,Premium,0
nan,,Self-Employed,nan,4771.63,779.2377752,Southwest,Savings,Product standard transcended forecasts,28.7,1,Phone,Basic,1
nan,42,Unemployed,PhD,138878.15,722.5985863,Midwest,Joint,Delivery was held up by 3 days,14.9,0,Text,Premium,0
nan,42,Freelancer,Associate,141099.83,720.6572394,Northeast,Joint,Product caliber transcended predictions,9.6,0,Phone,Basic,1
nan,50,nan,Bachelor,10916.26,679.8611163,Midwest,Savings,Loyalty program incentives are beneficial,25.5,0,Text,Basic,0
nan,,Salaried,Bachelor,30502.19,753.7606215,Midwest,Checking,Product grade outdid anticipations,9.5,1,Phone,Basic,1
nan,50,Self-Employed,High School,128710.93,669.744625,West Coast,Joint,Return process was problematic,43.6,1,Email,Premium,1
nan,28,Freelancer,High School,63351.21,742.7452764,West Coast,Savings,Product excellence surpassed forecasts,,1,Phone,Basic,1
nan,35,Salaried,Associate,266640.5,744.111468,Southwest,Savings,Website design needs improvement,19.6,0,Phone,Premium,0
nan,42,Unemployed,nan,55757.63,699.3742475,West Coast,Checking,Delivery was held up by 3 days,11.5,0,Email,Premium,0
nan,35,nan,,96047.68,735.8826041,West Coast,Checking,Product caliber transcended predictions,9.3,0,Email,Basic,0
nan,50,Self-Employed,Master,60597.17,729.283478,Northeast,Checking,Delivery was pushed back by 3 days,34.5,0,Phone,Basic,0
nan,61,Salaried,High School,243448.4,718.0319688,Midwest,Savings,Loyalty program incentives are advantageous,8.9,2,App,Basic,0
nan,50,Self-Employed,Associate,43230.43,720.647199,Midwest,Joint,Return process was confusing,30.2,0,Phone,Premium,1
nan,,Unemployed,,22193.54,723.0890912,Northeast,Savings,Delivery was deferred by 3 days,24.4,0,Phone,Premium,0
nan,35,Freelancer,Bachelor,33614.61,726.4955836,West Coast,Checking,Loyalty program perks are worthwhile,10.1,0,Email,Premium,0
nan,61,Salaried,High School,162842.54,723.0121016,West Coast,Checking,Billing setbacks caused frustration,73.6,1,Email,Premium,1
nan,50,Self-Employed,Associate,58567.79,664.8067905,Midwest,Savings,Loyalty program privileges are worthwhile,16.2,0,Phone,Premium,1
ID_XXXX,35,Salaried,Bachelor,37174.45,,Southwest,Checking,Product standard transcended predictions,15,0,Email,Basic,1
nan,50,Freelancer,High School,66795.79,733.2474301,Midwest,Checking,Billing difficulties caused frustration,47,0,Phone,Basic,1
nan,28,Salaried,High School,12153.41,724.8644364,Southwest,Savings,Excellent customer service experience,25.1,0,Email,Basic,0
nan,50,Self-Employed,Bachelor,456.77,767.687513,West Coast,Joint,Website navigation needs improvement,16.1,0,Email,Premium,0
nan,42,Freelancer,Bachelor,27991.9,751.0043295,Southwest,Checking,Loyalty program privileges are worthwhile,35.9,1,Email,Basic,1
nan,35,Salaried,High School,78955.14,676.4795232,Southwest,Joint,Product grade outdid anticipations,37,1,Email,Enterprise,1
ID_XXXX,50,Salaried,Bachelor,105713.39,711.6686446,Southwest,Joint,Technical support was delayed causing inconvenience,47.1,1,Phone,Basic,0
ID_XXXX,50,Salaried,nan,148938.48,704.4331673,Southwest,Joint,Product caliber outdid anticipations,5.8,0,Email,Basic,1
nan,35,Salaried,High School,222079.3,719.7825757,Southwest,Joint,Billing difficulties caused frustration,23.1,0,Email,Basic,0
ID_XXXX,28,Salaried,Bachelor,45153.65,719.85093,Midwest,Checking,Return process was overly complex,11.2,0,Email,Basic,0
nan,42,nan,High School,114670.38,750.5760835,Northeast,Checking,Highly recommend this service to colleagues,27.1,0,Phone,Premium,0
nan,42,Unemployed,High School,6596.68,,West Coast,Savings,Website layout needs improvement,5.1,1,Email,Premium,0
nan,61,Unemployed,High School,5036.35,781.5272503,Midwest,Checking,Billing concerns caused frustration,29.3,1,Phone,Basic,0
nan,,nan,Associate,11330.55,732.0501569,Northeast,Savings,Product standard transcended predictions,34.2,0,Email,Enterprise,0
ID_XXXX,42,Salaried,Master,50595.29,678.470474,Midwest,Joint,Billing concerns caused frustration,21,0,Email,Premium,1
nan,50,Salaried,High School,20174.39,696.635969,Northeast,Savings,Return process was difficult,23.7,2,Phone,Enterprise,0
nan,42,Salaried,Bachelor,28744.33,750.1894535,Midwest,Savings,Return process was problematic that needs resolution,26,0,Email,Basic,0
nan,50,Unemployed,Associate,88721.62,639.2915868,West Coast,Checking,Delivery was late by 3 days affecting my schedule,10.1,0,Email,Basic,1
nan,35,Freelancer,High School,37738.36,652.7059793,West Coast,Savings,Website user experience needs improvement,15,1,Text,Basic,1
nan,35,Salaried,Bachelor,69277.09,720.5348604,Southwest,Joint,Return process was problematic that needs resolution,5.2,3,App,Basic,1
ID_XXXX,50,Salaried,Master,45195.79,767.5461059,Northeast,Checking,Technical support was unavailable,28.6,1,Email,Basic,1
nan,28,Self-Employed,Master,15732.52,785.3517716,Midwest,Checking,Return process was overly complex,36.5,0,Email,Premium,1
nan,50,Self-Employed,Master,6536.72,709.1447126,Southwest,Checking,Loyalty program perks are worthwhile,14.4,1,Phone,Basic,0
nan,61,Unemployed,Associate,22906.7,773.0414343,Midwest,Joint,Billing concerns caused frustration,27.4,1,Phone,Basic,0
nan,35,Salaried,Master,5051.73,723.6133955,West Coast,Savings,Competitive pricing compared to others,15.5,0,Phone,Premium,0
nan,42,nan,High School,81934.73,643.4292509,West Coast,Checking,Delivery was late by 3 days affecting my schedule,3.3,1,Phone,Basic,0
nan,61,Self-Employed,Master,135001.41,719.5961732,Northeast,Savings,Billing concerns caused frustration,44.4,3,Phone,Enterprise,0
nan,50,Freelancer,nan,35285.43,689.0545938,Midwest,Joint,Competitive pricing compared to others,18.5,1,App,Basic,1
nan,35,nan,High School,41613.58,765.911544,Midwest,Joint,Website design needs improvement,23.7,0,Text,Premium,0
nan,35,nan,Associate,143977.97,718.716237,Southwest,Joint,Product grade surpassed hopes,26.3,0,Email,Premium,0
nan,50,Salaried,,21404.43,656.1043447,West Coast,Checking,Technical support was delayed causing inconvenience,4.9,0,Email,Premium,0
nan,42,Salaried,,10784.76,645.0142595,Southwest,Checking,Product grade beat anticipations,44.8,0,Email,Basic,1
nan,28,Self-Employed,High School,59107.8,718.9510021,Southwest,Savings,Product grade beat anticipations,39.1,0,Email,Basic,0
nan,35,Self-Employed,nan,88314.64,598.9891264,Northeast,Savings,Delivery was held up by 3 days,15.8,3,App,Basic,1
ID_XXXX,61,Freelancer,Bachelor,77811.31,694.0917355,Southwest,Checking,Return process was problematic that needs resolution,26.5,0,Email,Enterprise,0
nan,50,nan,High School,106362.17,731.5515163,Northeast,Joint,Product caliber outdid anticipations,25.7,0,Phone,Basic,0
nan,,Salaried,High School,4966.14,667.1491748,West Coast,Joint,Website navigation needs improvement,5.5,4,Text,Premium,0
nan,50,Self-Employed,Master,47512.35,769.6993578,Southwest,Checking,Billing difficulties caused frustration,20.3,0,Email,Premium,1
nan,,Salaried,High School,23167.41,779.5503275,Southwest,Savings,Delivery was deferred by 3 days,5.5,0,Text,Premium,0
nan,35,Unemployed,High School,120994.24,669.1649524,Southwest,Joint,Excellent customer service experience,23.8,0,Phone,Enterprise,1
nan,50,nan,Bachelor,175223.1,705.0977913,Southwest,Checking,Delivery was postponed by 3 days,5.6,2,Email,Basic,0
nan,28,Self-Employed,Bachelor,28080.68,769.7346576,West Coast,Savings,Product standard transcended forecasts,40.3,1,Email,Premium,0
nan,50,Salaried,Bachelor,8505.21,719.9346233,Northeast,Savings,Excellent customer service experience,40.7,1,Email,Premium,1
nan,42,Freelancer,Associate,24842.37,650.2760711,West Coast,Joint,Billing concerns caused frustration,21.5,0,Email,Basic,1
nan,35,Freelancer,Master,9335.07,712.8339466,Northeast,Joint,Loyalty program perks are worthwhile,24.4,1,Phone,Enterprise,1
nan,61,Salaried,nan,33084.62,677.3535839,Northeast,Joint,Return process was overly complex,40.5,0,App,Basic,1
ID_XXXX,61,Unemployed,,65672.73,775.4098948,Southwest,Joint,Highly recommend this service,26,1,Email,Premium,1
nan,28,nan,Master,309184.31,750.2966047,Southwest,Savings,Return process was overly complex,6.4,2,Email,Enterprise,1
nan,50,Self-Employed,nan,43331.01,,Southwest,Checking,Technical support was delayed causing inconvenience,32.1,0,Email,Premium,1
nan,35,Self-Employed,Bachelor,21123.57,727.1074006,Northeast,Savings,Billing setbacks caused frustration,28.6,0,App,Basic,1
nan,42,Salaried,Bachelor,15511.11,654.5939212,Midwest,Joint,Product caliber outdid anticipations,7.2,0,Phone,Basic,1
nan,61,Self-Employed,High School,16149.89,682.3111271,Midwest,Checking,Technical support was delayed affecting my schedule,40.2,1,Email,Basic,1
nan,35,Self-Employed,Bachelor,18184.32,797.6639594,Midwest,Savings,Product caliber transcended predictions,21.3,1,Text,Basic,1
nan,,Salaried,Bachelor,122111.61,722.6757326,West Coast,Checking,Delivery was late by 3 days,14.1,0,App,Premium,0
nan,28,Salaried,Master,5352.39,766.5042902,Northeast,Savings,Return process was confusing,5.5,1,Email,Premium,1
nan,50,Salaried,nan,506029.27,731.6006544,Midwest,Checking,Website layout needs improvement,39.7,2,Email,Premium,1
nan,50,Salaried,High School,62864.43,785.7140922,Northeast,Savings,Billing setbacks caused frustration,46.8,1,Email,Basic,0
nan,35,Self-Employed,High School,66798.01,620.0581234,Northeast,Savings,Delivery was postponed by 3 days,33.1,1,Email,Basic,1
nan,35,Freelancer,High School,37611.47,710.5891208,West Coast,Joint,Product excellence surpassed forecasts,31.9,0,Email,Basic,0
nan,61,Freelancer,Master,99620.6,,Southwest,Savings,Delivery was late by 3 days affecting my schedule,27.1,1,Email,Basic,0
